epoch,train_loss,train_accuracy,val_loss,val_accuracy,lr
1,0.5427511374951137,0.81493725093915,0.4022794084780382,0.853130810208373,0.0009890738003669028
2,0.4156585294531678,0.8483441249204051,0.38641505088015793,0.8582246746772375,0.0009567727288213003
1,0.5427511374951137,0.81493725093915,0.4022794084780382,0.853130810208373,0.0009045084971874737
2,0.4127393431973681,0.8490476956213016,0.3895272073564512,0.8575539044189803,0.0006545084971874737
3,0.38691770081949506,0.8566754370587768,0.3694464806399066,0.859539332188966,0.00034549150281252633
4,0.3657959865249797,0.8633053119263225,0.3471842231058376,0.8698449987413246,9.549150281252633e-05
5,0.3497154207288393,0.8678674159758248,0.33766679817831124,0.8729321893318233,0.0
